grien	dziw	dziw_qhanshiev	dziwxev	sikrok_xaumra	thovqitmra	pryentyov	tyoshiek
0342D	㐭			[00600]	U+342D		
034B8	㒸			[80232]	U+34B8		
034DD	㓝			[52000]	U+34DD		
034F9	㓹			[72200]	U+34F9		
03537	㔷			[71712]	U+3537		
0355F	㕟			[27240]	U+355F		
03561	㕡			[27640]	U+3561		
0356F	㕯			[40227]	U+356F		
035DB	㗛			[68084]	U+35DB		
035F3	㗳			[68061]	U+35F3		
03762	㝢			[30227]	U+3762		
03775	㝵			[60341]	U+3775		
037B7	㞷			[22104]	U+37B7		
038A1	㢡			[27444]	U+38A1		
038C7	㣇			[27227]	U+38C7		
0394F	㥏			[95081]	U+394F		
03951	㥑			[10332]	U+3951		
0395C	㥜			[96027]	U+395C		
039C6	㧆			[54027]	U+39C6		
039C9	㧉			[58017]	U+39C9		
039D1	㧑			[54027]	U+39D1		
039F1	㧱			[82650]	U+39F1		
03A43	㩃			[53033]	U+3A43		
03ADA	㫚			[27602]	U+3ADA		
03B2A	㬪			[60102]	U+3B2A		
03B87-J	㮇		⿰木⿱夭㣺	[42938]	U+3B87	J	
03B87-T	㮇		⿰木⿱天㣺	[41938]	U+3B87	T	
03BB3	㮳			[48984]	U+3BB3		
03BB5	㮵			[48947]	U+3BB5		
03BCD	㯍			[47942]	U+3BCD		
03BF3	㯳			[48940]	U+3BF3		
03C43	㱃			[87682]	U+3C43		
03C8B	㲋			[27712]	U+3C8B		
03CB2	㲲			[62115, 62114]	U+3CB2		
03D4E	㵎			[37120]	U+3D4E		
03D85	㶅			[37147]	U+3D85		
03D94	㶔			[36184]	U+3D94		
03E6F	㹯			[44290]	U+3E6F		
03F75	㽵			[00114]	U+3F75		
03FDF	㿟			[26602]	U+3FDF		
040D5	䃕			[99602]	U+40D5		
041DF	䇟			[88227]	U+41DF		
0420E	䈎			[88904]	U+420E		
0428B	䊋			[94910]	U+428B		
042AA	䊪			[94927]	U+42AA		
042CE	䋎			[26910]	U+42CE		
04350	䍐			[60401]	U+4350		
043C8	䏈			[12493]	U+43C8		
044D6	䓖			[44427]	U+44D6		
04543	䕃			[44232]	U+4543		
0459D	䖝			[20136]	U+459D		
0459F	䖟			[00136]	U+459F		
045B5	䖵			[55136]	U+45B5		
04607	䘇			[00136]	U+4607		
04677	䙷			[60341]	U+4677		
0470B	䜋			[05686]	U+470B		
04836	䠶			[28284]	U+4836		
048B5	䢵			[17727]	U+48B5		
048BC	䢼			[47827]	U+48BC		
0495D	䥝			[80112]	U+495D		
04964	䥤			[81112]	U+4964		
04A68	䩨			[41532]	U+4A68		
04B03	䬃			[70211]	U+4B03		
04B7E	䭾			[73384]	U+4B7E		
04BAF	䮯			[78340]	U+4BAF		
04BCE	䯎			[78241]	U+4BCE		
04C1F	䰟			[10213, 10513]	U+4C1F		
04C94	䲔			[21316]	U+4C94		
04C9F	䲟			[27120]	U+4C9F		
04CA2	䲢			[79216]	U+4CA2		
04CD8	䳘			[23350]	U+4CD8		
04D14	䴔			[07427]	U+4D14		
04D16	䴖			[57227]	U+4D16		
04D52	䵒			[26900]	U+4D52		
04E00	一			[10000]	U+4E00		
04E01	丁			[10200]	U+4E01		
04E03	七			[40710]	U+4E03		
04E07	万			[10227]	U+4E07		
04E08	丈			[50000]	U+4E08		
04E09	三			[10101]	U+4E09		
04E0A	上			[21100]	U+4E0A		
04E0B	下			[10230]	U+4E0B		
04E0F	丏			[10027]	U+4E0F		
04E16	世			[44717]	U+4E16		
04E18	丘			[72102]	U+4E18		
04E1A	业			[32100]	U+4E1A		
04E1D	丝			[22101]	U+4E1D		
04E26	並			[80102]	U+4E26		
04E28	丨			[20000]	U+4E28		
04E29	丩			[22700]	U+4E29		
04E2A	个			[80200]	U+4E2A		
04E2B	丫			[80207]	U+4E2B		
04E2D	中			[50006]	U+4E2D		
04E31	丱			[22770]	U+4E31		
04E32	串			[50006]	U+4E32		
04E34	临			[28063]	U+4E34		
04E39	丹			[77440]	U+4E39		
04E3A	为			[34027]	U+4E3A		
04E3C	丼			[55000]	U+4E3C		
04E45	久			[27800]	U+4E45		
04E49	义			[40003]	U+4E49		
04E4B	之			[30302]	U+4E4B		
04E56	乖			[20112]	U+4E56		
04E57	乗			[20905]	U+4E57		
04E58	乘			[20901]	U+4E58		
04E5D	九			[40017]	U+4E5D		
04E5E	乞			[80717]	U+4E5E		
04E66	书			[53027]	U+4E66		
04E80	亀			[27716]	U+4E80		
04E85	亅			[20000]	U+4E85		
04E86	了			[17207]	U+4E86		
04E88	予			[17202]	U+4E88		
04E89	争			[27507]	U+4E89		
04E8C	二			[10100]	U+4E8C		
04E91	云			[10732]	U+4E91		
04E94	五			[10102]	U+4E94		
04E95	井			[55000]	U+4E95		
04EA1	亡			[00710]	U+4EA1		
04EA4	交			[00408]	U+4EA4		
04EA6	亦			[00230]	U+4EA6		
04EA8	亨			[00207]	U+4EA8		
04EAB	享			[00407]	U+4EAB		
04EAC	京			[00906]	U+4EAC		
04EAD	亭			[00201]	U+4EAD		
04EAE	亮			[00217]	U+4EAE		
04EAF	亯			[00606]	U+4EAF		
04EB0	亰			[00906]	U+4EB0		
04EB5	亵			[00732]	U+4EB5		
04EB6	亶			[00106]	U+4EB6		
04EBA	人			[80000]	U+4EBA		
04EBF	亿			[27210]	U+4EBF		
04EC0	什			[24200]	U+4EC0		
04EC1	仁			[21210]	U+4EC1		
04EC3	仃			[21220]	U+4EC3		
04EC4	仄			[71280]	U+4EC4		
04EC7	仇			[24217]	U+4EC7		
04ECA	今			[80207]	U+4ECA		
04ECB	介			[80220]	U+4ECB		
04ED4	仔			[27247]	U+4ED4		
04ED7	仗			[25200]	U+4ED7		
04ED9	仙			[22270]	U+4ED9		
04EDD	仝			[80102]	U+4EDD		
04EDF	仟			[22240]	U+4EDF		
04EE1	仡			[28217]	U+4EE1		
04EEA	仪			[24203]	U+4EEA		
04EF2	仲			[25206]	U+4EF2		
04EF5	仵			[28240]	U+4EF5		
04EF6	件			[25200]	U+4EF6		
04EF7	价			[28220]	U+4EF7		
04F01	企			[80101]	U+4F01		
04F03	伃			[27222]	U+4F03		
04F0B	伋			[27247]	U+4F0B		
04F0D	伍			[21212]	U+4F0D		
04F0F	伏			[23284]	U+4F0F		
04F11	休			[24290]	U+4F11		
04F17	众			[80880]	U+4F17		
04F18	优			[23212]	U+4F18		
04F19	伙			[29280]	U+4F19		
04F1E	伞			[80409]	U+4F1E		
04F23	伣			[27212]	U+4F23		
04F24	伤			[28227]	U+4F24		
04F25	伥			[22234]	U+4F25		
04F2A	伪			[24227]	U+4F2A		
04F2D	伭			[20232]	U+4F2D		
04F2F	伯			[26202]	U+4F2F		
04F30	估			[24260]	U+4F30		
04F34	伴			[29250]	U+4F34		
04F37	伷			[25260]	U+4F37		
04F38	伸			[25206]	U+4F38		
04F43	佃			[26200]	U+4F43		
04F46	但			[26210]	U+4F46		
04F4D	位			[20218]	U+4F4D		
04F50	佐			[24212]	U+4F50		
04F51	佑			[24260]	U+4F51		
04F53	体			[25230]	U+4F53		
04F58	佘			[80901]	U+4F58		
04F59	余			[80904]	U+4F59		
04F5A	佚			[25280]	U+4F5A		
04F5D	佝			[27220]	U+4F5D		
04F5E	佞			[21244]	U+4F5E		
04F5F	佟			[27233]	U+4F5F		
04F63	佣			[27220]	U+4F63		
04F65	佥			[80109]	U+4F65		
04F69	佩			[27210]	U+4F69		
04F6A	佪			[26200]	U+4F6A		
04F70	佰			[21262]	U+4F70		
04F74	佴			[21240]	U+4F74		
04F76	佶			[24261]	U+4F76		
04F7A	佺			[28214]	U+4F7A		
04F7C	佼			[20248]	U+4F7C		
04F84	侄			[21214]	U+4F84		
04F86	來			[40908]	U+4F86		
04F8B	例			[22200]	U+4F8B		
04F8C	侌			[80732]	U+4F8C		
04F8D	侍			[24241]	U+4F8D		
04F8F	侏			[25290]	U+4F8F		
04F9B	供			[24281]	U+4F9B		
04F9C	侜			[27240]	U+4F9C		
04F9D	依			[20232]	U+4F9D		
04FA3	侣			[26260]	U+4FA3		
04FA6	侦			[21282]	U+4FA6		
04FB6	侶			[26262]	U+4FB6		
04FB7	侷			[27227]	U+4FB7		
04FC1	俁			[26284]	U+4FC1		
04FC2	係			[22293]	U+4FC2		
04FC3	促			[26281]	U+4FC3		
04FC4	俄			[23250]	U+4FC4		
04FC5	俅			[23299]	U+4FC5		
04FCA	俊			[23247]	U+4FCA		
04FCF	俏			[29227]	U+4FCF		
04FD0	俐			[22200]	U+4FD0		
04FD1	俑			[27227]	U+4FD1		
04FD4	俔			[26212]	U+4FD4		
04FD8	俘			[22247]	U+4FD8		
04FDA	俚			[26215]	U+4FDA		
04FDC	俜			[25227]	U+4FDC		
04FDD	保			[26294]	U+4FDD		
04FE1	信			[20261]	U+4FE1		
04FE3	俣			[26284]	U+4FE3		
04FED	俭			[28219]	U+4FED		
04FF1	俱			[27281]	U+4FF1		
05000	倀			[21232]	U+5000		
0500B	個			[26200]	U+500B		
05014	倔			[27272]	U+5014		
0501C	倜			[27220]	U+501C		
0501E	倞			[20296]	U+501E		
05024	値			[24216]	U+5024		
05025	倥			[23212]	U+5025		
05028	倨			[27264]	U+5028		
05029	倩			[25227]	U+5029		
05036	倶			[26281]	U+5036		
05039	倹			[28286]	U+5039		
0503C	值			[24212]	U+503C		
0503E	倾			[21282]	U+503E		
05041	偁			[22247]	U+5041		
0504A	偊			[22227]	U+504A		
0505C	停			[20221]	U+505C		
0506D	偭			[21262]	U+506D		
05075	偵			[21286]	U+5075		
0507D	偽			[24227]	U+507D		
05098	傘			[80408]	U+5098		
0509A	傚			[28240]	U+509A		
0509E	傞			[28212]	U+509E		
050A8	储			[24260]	U+50A8		
050A9	傩			[20215]	U+50A9		
050AD	傭			[20227]	U+50AD		
050B2	傲			[28240]	U+50B2		
050B7	傷			[28227]	U+50B7		
050BB	傻			[26247]	U+50BB		
050BE	傾			[21286]	U+50BE		
050C9	僉			[80886]	U+50C9		
050DE	僞			[22227]	U+50DE		
050E9	僩			[27220]	U+50E9		
050F4	僴			[27220]	U+50F4		
050F5	僵			[21216]	U+50F5		
050FD	僽			[29238]	U+50FD		
05100	儀			[28253]	U+5100		
05104	億			[20236]	U+5104		
05109	儉			[28286]	U+5109		
0512A	優			[21247]	U+512A		
05132	儲			[24260]	U+5132		
0513A	儺			[20215]	U+513A		
0513F	儿			[22010]	U+513F		
05141	允			[23212]	U+5141		
05144	兄			[60212]	U+5144		
05145	充			[00212]	U+5145		
05147	兇			[22212]	U+5147		
05148	先			[24212]	U+5148		
05149	光			[90212]	U+5149		
0514E	兎			[20513]	U+514E		
05154	兔			[27413]	U+5154		
05162	兢			[44212]	U+5162		
05165	入			[80000]	U+5165		
05167	內			[40227]	U+5167		
05168	全			[80104]	U+5168		
0516B	八			[80000]	U+516B		
0516D	六			[00800]	U+516D		
0516E	兮			[80027]	U+516E		
05171	共			[44801]	U+5171		
05173	关			[80804]	U+5173		
05177	具			[77801]	U+5177		
05178	典			[55801]	U+5178		
05179	兹			[80732]	U+5179		
0517D	兽			[80601]	U+517D		
0517E	兾			[80801]	U+517E		
05180	冀			[12801]	U+5180		
05185	内			[40227]	U+5185		
05186	円			[77220]	U+5186		
05188	冈			[77220]	U+5188		
0518D	再			[10447]	U+518D		
05191	冑			[50227]	U+5191		
051AC	冬			[27303]	U+51AC		
051B2	冲			[35106]	U+51B2		
051B5	况			[36112]	U+51B5		
051B6	冶			[33160]	U+51B6		
051BC	冼			[34112]	U+51BC		
051BD	冽			[32100]	U+51BD		
051C0	净			[37157]	U+51C0		
051C8	凈			[32157]	U+51C8		
051C9	凉			[30196]	U+51C9		
051CA	凊			[35127]	U+51CA		
051CB	凋			[37120]	U+51CB		
051D3	凓			[31194]	U+51D3		
051DB	凛			[30191]	U+51DB		
051DC	凜			[30194]	U+51DC		
051E7	凧			[77210]	U+51E7		
051EA	凪			[77210]	U+51EA		
051EB	凫			[27217]	U+51EB		
051F0	凰			[77210]	U+51F0		
051F6	凶			[22770]	U+51F6		
051F7	凷			[22770]	U+51F7		
051F8	凸			[77777]	U+51F8		
051FA	出			[22772]	U+51FA		
05205	刅			[17330]	U+5205		
05207	切			[47720]	U+5207		
0520A	刊			[12400]	U+520A		
0520E	刎			[22200]	U+520E		
05211	刑			[12400]	U+5211		
05216	刖			[72200]	U+5216		
05217	列			[12200]	U+5217		
0521A	刚			[72200]	U+521A		
0521B	创			[82700]	U+521B		
0521D	初			[37220]	U+521D		
05224	判			[92500]	U+5224		
05228	刨			[22700]	U+5228		
05229	利			[22900]	U+5229		
05231	刱			[57030]	U+5231		
05235	刵			[12400]	U+5235		
0523F	刿			[22200]	U+523F		
0524A	削			[92200]	U+524A		
0524C	剌			[52900]	U+524C		
0524F	剏			[87420]	U+524F		
05251	剑			[82100]	U+5251		
05259	剙			[87430]	U+5259		
0525B	剛			[72700]	U+525B		
05263	剣			[82800]	U+5263		
05269	剩			[22900]	U+5269		
05270	剰			[22900]	U+5270		
05273	剳			[42600]	U+5273		
05275	創			[82200]	U+5275		
0527A	剺			[58227]	U+527A		
05282	劂			[72200]	U+5282		
05284	劄			[82600]	U+5284		
0528C	劌			[22200]	U+528C		
0528D	劍			[82800]	U+528D		
05292	劒			[87820]	U+5292		
0529B	力			[40027]	U+529B		
0529F	功			[14127]	U+529F		
052A2	劢			[14227]	U+52A2		
052A3	劣			[90427]	U+52A3		
052AA	努			[47427]	U+52AA		
052AC	劬			[24627]	U+52AC		
052B1	励			[74227]	U+52B1		
052B3	劳			[44427]	U+52B3		
052B4	労			[90427]	U+52B4		
052B9	効			[04427]	U+52B9		
052BB	劻			[74727]	U+52BB		
052BC	劼			[44627]	U+52BC		
052BF	势			[55427]	U+52BF		
052C5	勅			[54927]	U+52C5		
052C7	勇			[17427]	U+52C7		
052CB	勋			[64827]	U+52CB		
052CD	勍			[04927]	U+52CD		
052D1	勑			[44927]	U+52D1		
052D2	勒			[44527]	U+52D2		
052D4	勔			[14627]	U+52D4		
052DA	勚			[44827]	U+52DA		
052DB	勛			[64827]	U+52DB		
052DD	勝			[79227]	U+52DD		
052DE	勞			[99427]	U+52DE		
052E2	勢			[45427]	U+52E2		
052E9	勩			[44827]	U+52E9		
052F1	勱			[44227]	U+52F1		
052F5	勵			[74227]	U+52F5		
052F9	勹			[27020]	U+52F9		
052FE	勾			[27720]	U+52FE		
052FF	勿			[27220]	U+52FF		
05305	包			[27712]	U+5305		
05308	匈			[27720]	U+5308		
0530B	匋			[27720]	U+530B		
0530F	匏			[47212]	U+530F		
05316	化			[24210]	U+5316		
0531B	匛			[71718]	U+531B		
05321	匡			[71711]	U+5321		
05326	匦			[71711]	U+5326		
0532D	匭			[71711]	U+532D		
0532E	匮			[71718]	U+532E		
05331	匱			[71718]	U+5331		
05333	匳			[71718]	U+5333		
05335	匵			[71718]	U+5335		
05339	匹			[71711]	U+5339		
05341	十			[40000]	U+5341		
05343	千			[20400]	U+5343		
05344	卄			[44000]	U+5344		
05347	升			[24400]	U+5347		
05348	午			[80400]	U+5348		
05349	卉			[40440]	U+5349		
0534A	半			[90500]	U+534A		
0534E	华			[24401]	U+534E		
05357	南			[40227]	U+5357		
05364	卤			[21600]	U+5364		
0536B	卫			[17102]	U+536B		
05370	印			[77720]	U+5370		
05375	卵			[77720]	U+5375		
05378	卸			[87120]	U+5378		
05386	历			[71227]	U+5386		
05389	厉			[71227]	U+5389		
0538D	厍			[71254]	U+538D		
05398	厘			[71215]	U+5398		
05399	厙			[71256]	U+5399		
0539A	厚			[71247]	U+539A		
0539F	原			[71296]	U+539F		
053A2	厢			[71260]	U+53A2		
053A4	厤			[71294]	U+53A4		
053A5	厥			[71282]	U+53A5		
053B2	厲			[71227]	U+53B2		
053B9	厹			[40732]	U+53B9		
053C8	又			[17400, 77400]	U+53C8		
053CA	及			[17247]	U+53CA		
053CB	友			[40047, 40407]	U+53CB		
053CE	収			[27740]	U+53CE		
053D7	受			[20407]	U+53D7		
053D9	叙			[87940]	U+53D9		
053E0	叠			[17102, 77102]	U+53E0		
053E3	口			[60000]	U+53E3		
053E4	古			[40600]	U+53E4		
053E5	句			[27620]	U+53E5		
053E9	叩			[67020]	U+53E9		
053EB	叫			[62000]	U+53EB		
053EE	叮			[61020]	U+53EE		
053F0	台			[23600]	U+53F0		
053F1	叱			[64010]	U+53F1		
053F3	右			[40600]	U+53F3		
053F4	叴			[40601]	U+53F4		
053F6	叶			[64000]	U+53F6		
053F7	号			[60027]	U+53F7		
053F9	叹			[67040]	U+53F9		
05401	吁			[61040]	U+5401		
05403	吃			[68017]	U+5403		
05404	各			[27604]	U+5404		
05408	合			[80601]	U+5408		
05409	吉			[40601]	U+5409		
0540B	吋			[64000]	U+540B		
0540C	同			[77220]	U+540C		
0540D	名			[27602]	U+540D		
0540E	后			[72261]	U+540E		
0540E	后			[72261]	U+540E		
05410	吐			[64010]	U+5410		
05411	向			[27220]	U+5411		
05413	吓			[61030]	U+5413		
05415	吕			[60600]	U+5415		
0541B	君			[17607]	U+541B		
0541D	吝			[00604]	U+541D		
0541E	吞			[10608]	U+541E		
0541F	吟			[68027]	U+541F		
0542A	吪			[64010]	U+542A		
0542B	含			[80602]	U+542B		
0542E	吮			[63012]	U+542E		
05433	吳			[26804]	U+5433		
05434	吴			[60804]	U+5434		
05435	吵			[69020]	U+5435		
05436	吶			[64027]	U+5436		
05438	吸			[67047]	U+5438		
0543B	吻			[67020]	U+543B		
0543C	吼			[62010]	U+543C		
0543E	吾			[10601]	U+543E		
05442	呂			[60602]	U+5442		
05446	呆			[60904]	U+5446		
05448	呈			[60104]	U+5448		
05449	呉			[26801]	U+5449		
05450	呐			[64027]	U+5450		
05451	呑			[20608]	U+5451		
05453	呓			[64017]	U+5453		
05457	呗			[67082]	U+5457		
05458	员			[60802]	U+5458		
0545F	呟			[60032]	U+545F		
05468	周			[77220]	U+5468		
0546C	呬			[66000]	U+546C		
05474	呴			[67020]	U+5474		
0547B	呻			[65006]	U+547B		
05484	咄			[62072]	U+5484		
05486	咆			[67012]	U+5486		
0548E	咎			[23604]	U+548E		
0548F	咏			[63092]	U+548F		
054AC	咬			[60048]	U+54AC		
054AE	咮			[65090]	U+54AE		
054B2	咲			[68084]	U+54B2		
054BB	咻			[64090]	U+54BB		
054C0	哀			[00732]	U+54C0		
054C1	品			[60660]	U+54C1		
054C3	哃			[67020]	U+54C3		
054C4	哄			[64081]	U+54C4		
054C8	哈			[68061]	U+54C8		
054D5	哕			[62027]	U+54D5		
054D7	哗			[64041]	U+54D7		
054E1	員			[60806]	U+54E1		
054E2	哢			[61041]	U+54E2		
054E6	哦			[63050]	U+54E6		
054E8	哨			[69027]	U+54E8		
054E9	哩			[66015]	U+54E9		
054ED	哭			[66804]	U+54ED		
05501	唁			[60061]	U+5501		
05504	唄			[66080]	U+5504		
05506	唆			[63047]	U+5506		
05508	唈			[66017]	U+5508		
05510	唐			[00265]	U+5510		
05520	唠			[64027]	U+5520		
0552B	唫			[68019]	U+552B		
0552E	售			[20601]	U+552E		
05538	唸			[68032]	U+5538		
05541	啁			[67026]	U+5541		
05546	商			[00227]	U+5546		
0554E	啎			[81461]	U+554E		
0554F	問			[77601]	U+554F		
05555	啕			[67020]	U+5555		
05563	啣			[67020]	U+5563		
0556C	啬			[40601]	U+556C		
0557E	啾			[69080]	U+557E		
05580	喀			[63064]	U+5580		
05583	喃			[64027]	U+5583		
0558B	喋			[64094]	U+558B		
05591	喑			[60061]	U+5591		
0559F	喟			[66027]	U+559F		
055A4	喤			[66014]	U+55A4		
055A6	喦			[60772]	U+55A6		
055BE	喾			[90601]	U+55BE		
055C7	嗇			[40601]	U+55C7		
055D2	嗒			[64061]	U+55D2		
055DF	嗟			[68012]	U+55DF		
055E4	嗤			[62036]	U+55E4		
055E5	嗥			[66048]	U+55E5		
055F7	嗷			[68040]	U+55F7		
055F8	嗸			[48604, 58604]	U+55F8		
05606	嘆			[64085]	U+5606		
0560E	嘎			[61053]	U+560E		
05620	嘠			[61053]	U+5620		
05629	嘩			[64054]	U+5629		
0562E	嘮			[69027]	U+562E		
05637	嘷			[66049]	U+5637		
05642	噂			[68046]	U+5642		
0564F	噏			[68027]	U+564F		
05651	噑			[66049]	U+5651		
0565C	噜			[67061]	U+565C		
0565E	噞			[68086]	U+565E		
05664	噤			[64091]	U+5664		
05666	噦			[61053]	U+5666		
05668	器			[66668]	U+5668		
0566B	噫			[60036]	U+566B		
0566C	噬			[68018]	U+566C		
05673	噳			[61084]	U+5673		
05687	嚇			[64031]	U+5687		
0568A	嚊			[66021]	U+568A		
05695	嚕			[67063]	U+5695		
0569A	嚚			[66661]	U+569A		
056A3	嚣			[66668]	U+56A3		
056B3	嚳			[77601]	U+56B3		
056BB	嚻			[66660]	U+56BB		
056BC	嚼			[62046]	U+56BC		
056C2	囂			[66668]	U+56C2		
056C8	囈			[64032]	U+56C8		
056CC	囌			[64094]	U+56CC		
056D7	囗			[60000]	U+56D7		
056D8	囘			[77220]	U+56D8		
056DB	四			[60212]	U+56DB		
056DE	回			[60600]	U+56DE		
056EC	囬			[60221]	U+56EC		
056ED	园			[60212]	U+56ED		
056EE	囮			[60214]	U+56EE		
056F0	困			[60904]	U+56F0		
056F3	図			[60403]	U+56F3		
056FA	固			[60604]	U+56FA		
056FE	图			[60303]	U+56FE		
056FF	囿			[60227]	U+56FF		
05704	圄			[60601]	U+5704		
05706	圆			[60802]	U+5706		
05709	圉			[60401]	U+5709		
0570A	圊			[60227]	U+570A		
0570E	圎			[60806]	U+570E		
05712	園			[60232]	U+5712		
05713	圓			[60806]	U+5713		
05716	圖			[60604]	U+5716		
0571F	土			[40100]	U+571F		
05723	圣			[77104]	U+5723		
05725	圥			[40212]	U+5725		
0572E	圮			[47117]	U+572E		
05739	圹			[40100]	U+5739		
0573A	场			[47127]	U+573A		
0573C	圼			[60104]	U+573C		
05740	址			[41110]	U+5740		
0574E	坎			[47182]	U+574E		
0575A	坚			[27104]	U+575A		
0575B	坛			[41132]	U+575B		
0575C	坜			[41127]	U+575C		
0575D	坝			[47182]	U+575D		
05760	坠			[78104]	U+5760		
05764	坤			[45106]	U+5764		
05766	坦			[46110]	U+5766		
05774	坴			[40104]	U+5774		
0578B	型			[12104]	U+578B		
057A2	垢			[42161]	U+57A2		
057A4	垤			[41114]	U+57A4		
057BB	垻			[46180]	U+57BB		
057BE	垾			[46141]	U+57BE		
057C7	埇			[47127]	U+57C7		
057CB	埋			[46115]	U+57CB		
057CE	城			[43150]	U+57CE		
057D8	埘			[44100]	U+57D8		
057D9	埙			[46182]	U+57D9		
057DC	埜			[44104]	U+57DC		
057E7	埧			[47181]	U+57E7		
057F4-J	埴		⿰土⿱十⿺𠃊目	[44116]	U+57F4	J	
057F4-T	埴		⿰土⿱十⿴且一	[44112]	U+57F4	T	
057F6	埶			[45117]	U+57F6		
05800	堀			[47172]	U+5800		
05805	堅			[77104]	U+5805		
0581E	堞			[44194]	U+581E		
05821	堡			[26104]	U+5821		
05822	堢			[46194]	U+5822		
05831	報			[47447]	U+5831		
05834	場			[46127]	U+5834		
05835	堵			[44160]	U+5835		
0583A	堺			[46128]	U+583A		
0584D	塍			[79214]	U+584D		
05852	塒			[44141]	U+5852		
05854	塔			[44161]	U+5854		
05857	塗			[38104]	U+5857		
05858	塘			[40165]	U+5858		
05864	塤			[46186]	U+5864		
05869	塩			[48112]	U+5869		
05872	塲			[48127]	U+5872		
05875	塵			[00214]	U+5875		
05885	墅			[67104]	U+5885		
05889	墉			[40127]	U+5889		
05899	墙			[44161]	U+5899		
0589C	墜			[78104]	U+589C		
058A8	墨			[60104]	U+58A8		
058AB	墫			[48146]	U+58AB		
058AD	墭			[43112]	U+58AD		
058BB	墻			[44161]	U+58BB		
058C3	壃			[41116]	U+58C3		
058C5	壅			[00104]	U+58C5		
058C7	壇			[40116]	U+58C7		
058C8	壈			[40194]	U+58C8		
058D1	壑			[27104]	U+58D1		
058D9	壙			[40186]	U+58D9		
058DC	壜			[46132]	U+58DC		
058DD	壝			[45138]	U+58DD		
058E2	壢			[41111]	U+58E2		
058EE	壮			[34110]	U+58EE		
058EF	壯			[24210]	U+58EF		
058F0	声			[40207]	U+58F0		
058F6	壶			[40102]	U+58F6		
058F7	壷			[40105]	U+58F7		
058F8	壸			[40102]	U+58F8		
058FA	壺			[40102]	U+58FA		
058FC	壼			[40102]	U+58FC		
058FF	壿			[48146]	U+58FF		
05903	夃			[17227]	U+5903		
0590B	夋			[23407]	U+590B		
05912	夒			[10407]	U+5912		
05914	夔			[80407]	U+5914		
05915	夕			[27200]	U+5915		
05916	外			[23200]	U+5916		
0591C	夜			[00247]	U+591C		
0591F	够			[27627]	U+591F		
05920	夠			[27220]	U+5920		
05927	大			[40800]	U+5927		
05928	夨			[27804]	U+5928		
05929	天			[10804]	U+5929		
0592A	太			[40030]	U+592A		
05931	失			[25800]	U+5931		
05939	夹			[50800]	U+5939		
0593A	夺			[40348]	U+593A		
0593E	夾			[40808]	U+593E		
05941	奁			[40714]	U+5941		
0594B	奋			[40608]	U+594B		
05955	奕			[00804]	U+5955		
05956	奖			[37804]	U+5956		
05958	奘			[24804]	U+5958		
05961	奡			[10228]	U+5961		
05962	奢			[40604]	U+5962		
05968	奨			[32804]	U+5968		
05969	奩			[40716]	U+5969		
0596A	奪			[40341]	U+596A		
0596C	奬			[27804]	U+596C		
0596D	奭			[40806]	U+596D		
0596E	奮			[40601]	U+596E		
05970	奰			[60804]	U+5970		
05973	女			[40400]	U+5973		
05974	奴			[47440]	U+5974		
05978	奸			[41440]	U+5978		
0597D	好			[47447]	U+597D		
05982	如			[46400]	U+5982		
05983	妃			[47417]	U+5983		
05984	妄			[00404]	U+5984		
05986	妆			[34140]	U+5986		
05987	妇			[47470]	U+5987		
0598D	妍			[41440]	U+598D		
05992	妒			[43407]	U+5992		
05998	妘			[41432]	U+5998		
05999	妙			[49420]	U+5999		
0599D	妝			[24240]	U+599D		
059A4	妤			[47422]	U+59A4		
059AB	妫			[44427]	U+59AB		
059AC	妬			[41462]	U+59AC		
059AF	妯			[45460]	U+59AF		
059B2	妲			[46410]	U+59B2		
059D1	姑			[44460]	U+59D1		
059D3	姓			[45410]	U+59D3		
059DC	姜			[80404]	U+59DC		
059DD	姝			[45490]	U+59DD		
059DE	姞			[44461]	U+59DE		
059E3	姣			[40448]	U+59E3		
059E4	姤			[42461]	U+59E4		
059E5	姥			[44412]	U+59E5		
059E6	姦			[40444]	U+59E6		
059EA	姪			[41414]	U+59EA		
059F6	姶			[48461]	U+59F6		
059F8	姸			[41440]	U+59F8		
05A01	威			[53200]	U+5A01		
05A09	娉			[45427]	U+5A09		
05A0C	娌			[46415]	U+5A0C		
05A18	娘			[43432]	U+5A18		
05A1B	娛			[46484]	U+5A1B		
05A25	娥			[43450]	U+5A25		
05A2F	娯			[46481]	U+5A2F		
05A31	娱			[46484]	U+5A31		
05A34	娴			[47420]	U+5A34		
05A64	婤			[47420]	U+5A64		
05A66	婦			[47427]	U+5A66		
05A67	婧			[45427]	U+5A67		
05A6A	婪			[44404]	U+5A6A		
05A76	婶			[43456]	U+5A76		
05A93	媓			[46414]	U+5A93		
